Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
2-gram-vape-cart-deal-1g-citrus-cookies-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/ScreenShot2020-04-03at9.21.27PM_37e826ad-b200-49c1-afb1-c4ad8fc04c8c.png?v=1605030858,4,,,,,,,,,,,,,,,,,,,,,,
2-gram-vape-cart-deal-1g-sfv-og-1g-sd,2 GRAM VAPE CART DEAL - 1g SFV OG & 1g SD,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><strong>SFV OG</strong> by Cali Connection is a sativa-dominant hybrid that is great for patients who need strong pain relief but don’t want to be stuck on the couch. As the name indicates, this OG Kush relative originates from California’s San Fernando Valley. Although their names are barely distinguishable, SFV OG Kush is actually the Afghani-crossed child to SFV OG. Leading with aromatic notes of earthy pine and lemon, its body effects take a little longer to feel than the initial head haziness.</p>
<p><span>Green Privilege is pleased to introduce our <strong>FULL GRAM CARTRIDGE of SFV OG</strong></span></p>
<p><span>90%+ THC</span></p>
<p><span>NO Vitamin E / PG / PEG / VG / MCT in ANY of our cartridges!</span></p>
<p> </p>
<p><strong>Sour Diesel - 2 Sublime Gold Cartridges (1 GRAM TOTAL)</strong></p>
<p>Sublime Gold Cartridges are the optimal vaping experience. Smooth and sweet, Sublime's carts contain cannabinoids and proprietary terpene blends for ""dab-like"" pulls. Glass tips make for refined vaping. Each cart is compatible with most standard vape 510 thread universal batteries.</p>
<p>CO2 extracted, fully metal/glass body (no wick), glass tip, childproof packaging, truly clean medicine all solventless </p>
<p><em>Effects: </em><em>Vibrant, balanced, passionate, jovial</em></p>
<p><em>Rio:</em> Named after a city that knows how to celebrate, this bright sativa hybrid will make you the life of the party. It’s uplifting, radiant and full of energy – best for entertaining or getting those creative juices flowing.</p>",Higher Ground Delivery,Vape Cart,"Cartridge, vape",true,Title,Default Title,,,,,2GV|VAPE GRN PRVLG SFV |171,0.0,shopify,0,deny,manual,79.00,110.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/bluedream2g_1080x_c347f610-3f43-4a1e-b177-cefaa5fbe3dc.png?v=1605030924,1,,false,,,,,,,,,,,,,,,,,lb,,27.00,active
2-gram-vape-cart-deal-1g-sfv-og-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcart_ed5c0196-95b7-4ae0-a246-b8ffbba68540.jpg?v=1605030924,2,,,,,,,,,,,,,,,,,,,,,,
2-gram-vape-cart-deal-1g-sfv-og-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcart2_3ec0ab86-a16c-4646-8b58-a40fa4f2d364.jpg?v=1605030924,3,,,,,,,,,,,,,,,,,,,,,,
2-gram-vape-cart-deal-1g-sfv-og-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/ScreenShot2020-04-03at9.21.27PM_2a2ca44c-399b-4829-b7ed-972fc5628273.png?v=1605030924,4,,,,,,,,,,,,,,,,,,,,,,
2-gram-vape-cart-deal-1g-gelato-1g-sd,2 GRAM VAPE CART DEAL - 1g Gelato & 1g SD,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span><strong>Gelato</strong> (also referred to as ""Larry Bird"") is a tantalizing hybrid cannabis strain from Cookie Fam and Sherbinski, following in the footsteps of its parents Sunset Sherbet and Thin Mint GSC. This Bay Area, California native gets its name from the fruity, dessert-like aroma, a common genetic thread among the Cookie family. Her buds tend to bloom in dark purple hues illuminated by fiery orange hairs and a shining white coat of crystal resin. Novice consumers may want to approach this THC powerhouse with caution, but those armed with a high tolerance will delight in Gelato’s heavy-handed euphoria. Physical relaxation comes on strong, but many find themselves still mentally agile enough to stay productive and creative when enjoying Gelato during the day.</span></p>
<p><span>Green Privilege is pleased to introduce our <strong>FULL GRAM CARTRIDGE of Gelato</strong></span></p>
<p><span>90%+ THC</span></p>
<p><span>NO Vitamin E / PG / PEG / VG / MCT in ANY of our cartridges!</span></p>
<p> </p>
<p><strong>Sour Diesel - 2 Sublime Gold Cartridges (1 GRAM TOTAL)</strong></p>
<p>Sublime Gold Cartridges are the optimal vaping experience. Smooth and sweet, Sublime's carts contain cannabinoids and proprietary terpene blends for ""dab-like"" pulls. Glass tips make for refined vaping. Each cart is compatible with most standard vape 510 thread universal batteries.</p>
<p>CO2 extracted, fully metal/glass body (no wick), glass tip, childproof packaging, truly clean medicine all solventless </p>
<p><em>Effects: </em><em>Vibrant, balanced, passionate, jovial</em></p>
<p><em>Rio:</em> Named after a city that knows how to celebrate, this bright sativa hybrid will make you the life of the party. It’s uplifting, radiant and full of energy – best for entertaining or getting those creative juices flowing.</p>",Higher Ground Delivery,Vape Cart,"Cartridge, vape",false,Title,Default Title,,,,,2GV|VAPE GRN PRVLG GEL|168,0.0,shopify,1,deny,manual,79.00,110.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcart.jpg?v=1585975202,1,,false,,,,,,,,,,,,,,,,,lb,,27.00,active
2-gram-vape-cart-deal-1g-gelato-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcart2.jpg?v=1585975202,2,,,,,,,,,,,,,,,,,,,,,,
2-gram-vape-cart-deal-1g-gelato-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/ScreenShot2020-04-03at9.21.27PM.png?v=1585975202,3,,,,,,,,,,,,,,,,,,,,,,
variety-gummy-sampler-pack-30mg-of-thc-single-dose,Variety Gummy Sampler Pack - 30mg THC (5mg / Gummy),"<p>30mg THC Total</p>
<p>Variety pack of mixed gummy bears, worms, rings, &amp; belts in one bag</p>
<p>5mg of THC per gummy</p>",Higher Ground Delivery,THC Edible,"Edible, gummy",true,Title,Default Title,,,,,VGS|THC E|161,0.0,shopify,12,deny,manual,19.00,25.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/VarietyGummySamplerPack.png?v=1591045571,1,,false,,,,,,,,,,,,,,,,,lb,,2.50,active
pink-lemonade-syrup-green-privilege-100mg-of-thc-per-serving,Pink Lemonade Drink Syrup- Green Privilege (1200mg of THC Total - 100mg / serving),"<meta charset=""utf-8"">
<p><strong>Pink Lemonade</strong> - Green Privilege Cannabis Syrup - Cannabis THC Lean</p>
<div id=""tab-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" role=""tabpanel"" aria-labelledby=""tab-title-description"">
<meta charset=""utf-8"">
<p>Available in 4 flavors:</p>
<ul>
<li><strong>Watermelon</strong></li>
<li><strong>Pink Lemonade</strong></li>
<li><strong>Blue Raspberry</strong></li>
<li><strong>Grape</strong></li>
</ul>
<p><em>4 oz Bottle containing a Total of 1200mg of THC  -  100mg / serving</em></p>
<p><strong>Very potent syrup, medically dose with caution!</strong></p>
<ul>
<li>Mix with your favorite drink or drink straight up.</li>
<li>Up to 10 doses per bottle.</li>
<li>Cannabis infused syrup. This high THC syrup packs a big punch.</li>
<li>Each 4fl oz bottle contains 1200mg of RSO style and potent hashish.</li>
</ul>
<p>This particular product is made with Pure THC Oil, a type of concentrated cannabis oil known to have many health benefits such as:</p>
<p>Pain relief, Relaxes muscles ,Relieves spasms, reduces seizures, Relieves headaches and migraines Relieves, anxiety or stress, Relaxing and calming, Feelings of well-being and at-ease Depression, Cachexia, Hepatitis C, Post-Traumatic, Stress, Disorder,Nausea, Insomnia ,Depression, Back Pain, Joint Pain, Crohn's, Nausea Cough, Body pain, toothache Anxiety, Radiculopathy, Pain,Anxiety, Headache Muscle Spasms PMS, Lower Body Pain, Asthma, Leg Pain, Knee, Butt Pain, Up-lifting and cerebral thoughts Stimulates and energizes, cancer, Epilepsy Seizures, Increases focus, and creativity.</p>
<p>Also makes you sleep like a baby!  :)  *speaking from personal experience*</p>
</div>",Higher Ground Delivery,THC Edible,Edible,false,Title,Default Title,,,,,PLD|THC E|160,0.0,shopify,0,deny,manual,69.00,75.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/34dcf6_88f97cc6e54945bdb8837e742bc0e615_mv2.jpg?v=1586031893,1,,false,,,,,,,,,,,,,,,,,lb,,10.00,active
sublime-gold-sour-diesel-sativa-gdp-indica-1-gram-in-cartridges,Sublime GOLD Sour Diesel (sativa) + GDP (indica) 1 GRAM in Cartridges,"<meta charset=""utf-8"">
<p><strong>Sour Diesel</strong>, sometimes called Sour D or SD, is an invigorating sativa-dominant strain named after its pungent, diesel-like aroma. This fast-acting strain delivers energizing, dreamy cerebral effects that have pushed Sour Diesel to its legendary status. Stress, pain, and depression fade away in long-lasting relief that makes Sour Diesel a top choice among medical patients. This strain took root in the early '90s, and it is believed to have descended from Chemdog 91 and Super Skunk.</p>
<p>Introduced in 2003 by Ken Estes, <strong>Granddaddy Purple (or GDP)</strong> is a famous indica cross of Purple Urkle and Big Bud. This California staple inherits a complex grape and berry aroma from its Purple Urkle parent, while Big Bud passes on its oversized, compact bud structure. GDP flowers bloom in shades of deep purple, a contrasting backdrop for its snow-like dusting of white crystal resin.<br><br>Its potent effects are clearly detectable in both mind and body, delivering a fusion of cerebral euphoria and physical relaxation. While your thoughts may float in a dreamy buzz, your body is more likely to find itself fixed in one spot for the duration of GDP’s effects. Granddaddy Purple is typically pulled off the shelf for consumers looking to combat pain, stress, insomnia, appetite loss, and muscle spasms.</p>
<p>Sublime Gold cartridges are the optimal vaping experience. Smooth and sweet, Sublime's carts contain cannabinoids and proprietary terpene blends for ""dab-like"" pulls. Glass tips make for refined vaping. Each cart is compatible with most standard vape batteries.</p>
<p><strong><em>Effects:<span> </span></em></strong><em>Pain relief, euphoria, relaxation, sleep</em></p>
<p>Charismatic, artistic and cool, this pure indica is all about body and soul. Its dreamy buzz is a companion to good music and lazy Sundays.</p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/lh_eOmfVgX8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe></p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/ah4B2DY-844?start=32"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe></p>",Higher Ground Delivery,Vape Cart,"Cartridge, vape",true,Quantity,1 Gram (2 Carts),,,,,SGS|2 CART GDP|VAPE |201,0.0,shopify,80,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/sublime_gold2carts.jpg?v=1585499407,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/sublime_gold2carts.jpg?v=1585499407,lb,,6.00,active
sublime-gold-sour-diesel-sativa-gdp-indica-1-gram-in-cartridges,,,,,,,,1 Gram (2 Carts) + Battery,,,,,SGS|2 CART GDPBAT|VAPE |202,0.0,shopify,98,continue,manual,60.00,75.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/Screen_Shot_2020-03-04_at_11.41.12_PM_5ff1058e-1cee-4609-a7a4-ec72142eb75e.png?v=1585499407,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/sublime_gold2carts.jpg?v=1585499407,lb,,11.00,
sublime-gold-sour-diesel-sativa-gdp-indica-1-gram-in-cartridges,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/IMG_2716_64a18e0c-044a-4b91-af41-815aae1629d3.jpg?v=1585499407,3,,,,,,,,,,,,,,,,,,,,,,
sublime-gold-sour-diesel-sativa-gdp-indica-1-gram-in-cartridges,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image7_8b4aa311-9f14-474e-80d6-a0d6b8e6f0c1.jpg?v=1585499407,4,,,,,,,,,,,,,,,,,,,,,,
sublime-gold-sour-diesel-sativa-gdp-indica-1-gram-in-cartridges,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image6_59584ec5-8c9a-4113-9119-b8e8e8cfc56f.jpg?v=1585499407,5,,,,,,,,,,,,,,,,,,,,,,
sublime-gold-sour-diesel-sativa-gdp-indica-1-gram-in-cartridges,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image8_ebaaf241-fea6-4d90-b9c9-89a77efbba53.jpg?v=1585499407,6,,,,,,,,,,,,,,,,,,,,,,
1-free-king-gsc-preroll-cone-w-online-review,1 FREE Mini Blue Cookies PreRoll Cone on Next Order w/ ONLINE REVIEW,"<meta charset=""utf-8"">
<p><span style=""color: #ff0000;""><a href=""https://www.yelp.com/writeareview/biz/dLyKnEkE9rnREv4BZf0FbQ?return_url=%2Fbiz%2FdLyKnEkE9rnREv4BZf0FbQ&amp;source=biz_details_war_button"" target=""_blank"" style=""color: #ff0000;"" rel=""noopener noreferrer""><span style=""text-decoration: underline;""><strong></strong></span></a></span><span style=""color: #ff0000;""><a href=""https://g.page/higher-ground-delivery/review?kd"" target=""_blank"" style=""color: #ff0000;"" rel=""noopener noreferrer""><span style=""text-decoration: underline;""><strong>Google Review:</strong></span></a> <a href=""https://g.page/higher-ground-delivery/review?kd"" target=""_blank"" style=""color: #ff0000;"" rel=""noopener noreferrer"">https://g.page/higher-ground-delivery/review?kd</a></span></p>
<h3><span style=""color: #ff0000;"">*Receive 1 FREE MINI CONE </span></h3>
<h3><span style=""color: #ff0000;""><strong>ONLY AFTER</strong> you complete your online review on your Next Order*</span></h3>
<h3><span style=""color: #ff0000;"">*Limit 1 per Customer/Patient per Month w/ Online Review Each Time*</span></h3>
<p> </p>
<p>1 Blue Cookies Mini PreRoll Pre-Roll Cone - 100% Organic Flower</p>
<p><em>*Management / Local Favorite*</em></p>
<meta charset=""utf-8"">
<p><strong>Blue Cookies</strong><span> </span>is an Indica-dominant hybrid cross between two celebrity strains, Girl Scout Cookies and Blueberry. As the child of these heavyweight champion strains, Blue Cookies delivers a crushing blow of euphoria straight to the head, where it swiftly sinks down to relax the entire body.      </p>
<p>Sweet berry flavors fuse with earthy cherry notes in a flavor profile as enticing as the bud’s thick coat of frosty resin that stretches over twisting hues of green and purple. Novice consumers should approach Blue Cookies with modesty, but this strain’s potency is perfect for hard-to-impress veterans. You may also come across another variation of Blue Cookies, a select Girl Scout Cookies phenotype that lacks the Blueberry genetics.</p>
<p>There is some dispute over the true parents of this indica-dominant award winner: Some sources claim they're F1 Durb (an indica-dominant descendant of Durban Poison) and Florida OG (a little known indica). Others say they're Blueberry and Girl Scout Cookies. Whatever its origins, Blue Cookies has a sativa/indica ratio of between 10:90 and 30:70. That makes for a potent body buzz, although the sativa genes also provide an energized cerebral effect. Use this strain to treat anxiety, low mood, headaches, irritability, and persistent physical pain.</p>
<p>Blue Cookies won the Cannabis Cup in the medical hybrid category based largely on its whopping THC content, measured at more than 28%. The record holder is still less than 30%, which means this strain is one of the strongest on the market. CBD, on the other hand, makes up less than 2% of this plant's cannabinoid content, so Blue Cookies shouldn't be used as an exclusive treatment for seizures or other health problems that respond to CBD. As the name suggests, this strain's dense nugs have a dark bluish tint, as well as a thick layer of resinous crystals on the surface.</p>
<p>The flavors are sweet and smooth, with notes of orange, earth, and candy. The smell is sweet and reminiscent of cookies. Blue Cookies is popular on the West Coast but much harder to find in other parts of the United States.</p>
<p> </p>",Higher Ground Delivery,Joint,Flower,true,Size,1 FREE Mini Cone ONLY AFTER ONLINE REVIEW,,,,,FRE|1 FRE|FLOWE|1,0.0,shopify,812,deny,manual,0.01,10.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/cone_1f4367dc-3bda-4b13-85b4-3d807a865d1f.png?v=1585494083,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/cone_1f4367dc-3bda-4b13-85b4-3d807a865d1f.png?v=1585494083,lb,,2.50,active
1-free-king-gsc-preroll-cone-w-online-review,,,,,,,,1 Cone,,,,,FRE|1 CON|FLOWE|2,0.0,shopify,90,deny,manual,10.00,10.00,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/cone_1f4367dc-3bda-4b13-85b4-3d807a865d1f.png?v=1585494083,lb,,2.50,
1-free-king-gsc-preroll-cone-w-online-review,,,,,,,,4 Cones,,,,,FRE|4 CON|FLOWE|3,0.0,shopify,100,deny,manual,36.00,40.00,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/cone_1f4367dc-3bda-4b13-85b4-3d807a865d1f.png?v=1585494083,lb,,10.00,
1-king-girl-scout-cookies-hybrid-pre-roll-cone-100-organic-flower,Girl Scout Cookies Hybrid PreRoll Cone - 100% Organic Flower,"<p>GSC PreRolled Pre-Roll Cone - 100% Organic Flower</p>
<p>GSC, formerly known as<span> </span><strong>Girl Scout Cookies</strong>, is an OG Kush and Durban Poison hybrid cross whose reputation grew too large to stay within the borders of its California homeland. With a sweet and earthy aroma, GSC launches you to euphoria’s top floor where full-body relaxation meets a time-bending cerebral space. A little goes a long way with this hybrid, whose THC heights have won GSC numerous Cannabis Cup awards. Patients needing a strong dose of relief, however, may look to GSC for severe pain, nausea, and appetite loss.<br><br>There are several different phenotypes of the GSC strain including Thin Mint and Platinum GSC, which exhibit some variation in appearance and effect. Typically, however, GSC expresses its beauty in twisting green calyxes wrapped in purple leaves and fiery orange hairs. Patients and consumers looking to cultivate this cannabis staple themselves should wait 9 to 10 weeks for their indoor plants to finish flowering.</p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/lhyqqUVRP8A"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe></p>",Higher Ground Delivery,Joint,"Flower, preroll packs",true,Size,4 Cones,,,,,KIN|4 CON|FLOWE|56,0.0,shopify,62,deny,manual,36.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GSC-preroll.png?v=1595266179,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GSC-preroll.png?v=1595266179,lb,,10.00,active
