Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
grape-syrup-lean-drink-green-privilege-1200mg-of-thc-total-100mg-serving,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPsyrup-back.png?v=1593564597,2,,,,,,,,,,,,,,,,,,,,,,
watermelon-syrup-lean-drink-green-privilege-1200mg-of-thc-total-100mg-serving,Watermelon Drink Syrup- Green Privilege (1200mg of THC Total - 100mg / serving),"<meta charset=""utf-8"">
<p><strong>Watermelon</strong> - Green Privilege Cannabis Syrup - Cannabis THC Lean</p>
<div id=""tab-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" role=""tabpanel"" aria-labelledby=""tab-title-description"">
<meta charset=""utf-8"">
<p>**Medical Patients Only**</p>
<p>Available in 4 flavors:</p>
<ul>
<li><strong>Watermelon</strong></li>
<li><strong>Pink Lemonade</strong></li>
<li><strong>Blue Raspberry</strong></li>
<li><strong>Grape</strong></li>
</ul>
<p><em>4 oz Bottle containing a Total of 1200mg of THC  -  100mg / serving</em></p>
<p><strong>Very potent syrup, medically dose with caution!</strong></p>
<ul>
<li>Mix with your favorite drink or drink straight up.</li>
<li>Up to 10 doses per bottle.</li>
<li>Cannabis infused syrup. This high THC syrup packs a big punch.</li>
<li>Each 4fl oz bottle contains 1200mg of RSO style and potent hashish.</li>
</ul>
<p>This particular product is made with Pure THC Oil, a type of concentrated cannabis oil known to have many health benefits such as:</p>
<p>Pain relief, Relaxes muscles ,Relieves spasms, reduces seizures, Relieves headaches and migraines Relieves, anxiety or stress, Relaxing and calming, Feelings of well-being and at-ease Depression, Cachexia, Hepatitis C, Post-Traumatic, Stress, Disorder,Nausea, Insomnia ,Depression, Back Pain, Joint Pain, Crohn's, Nausea Cough, Body pain, toothache Anxiety, Radiculopathy, Pain,Anxiety, Headache Muscle Spasms PMS, Lower Body Pain, Asthma, Leg Pain, Knee, Butt Pain, Up-lifting and cerebral thoughts Stimulates and energizes, cancer, Epilepsy Seizures, Increases focus, and creativity.</p>
<p>Also makes you sleep like a baby!  :)  *speaking from personal experience*</p>
</div>",Higher Ground Delivery,THC Edible,Edible,false,Title,Default Title,,,,,WDS|THC E|162,0.0,shopify,0,deny,manual,69.00,75.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/34dcf6_88f97cc6e54945bdb8837e742bc0e615_mv2_3f121c82-4572-47bc-9370-a000061e0988.jpg?v=1586033322,1,,false,,,,,,,,,,,,,,,,,lb,,10.00,active
blue-raspberry-syrup-lean-drink-green-privilege-1200mg-of-thc-total-100mg-serving,1200mg Blue Raspberry Drink Syrup,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p>1200mg Blue Raspberry Drink Syrup *Medical Patients ONLY*</p>
<p><strong>Blue Raspberry</strong> - Green Privilege Cannabis Syrup - Cannabis THC Lean</p>
<div id=""tab-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" role=""tabpanel"" aria-labelledby=""tab-title-description"">
<p>Available in 2 flavors:</p>
<ul>
<li><strong>Blue Raspberry</strong></li>
<li><strong>Grape</strong></li>
</ul>
<p><em>4 oz Bottle containing a Total of 1200mg of THC  -  100mg / serving</em></p>
<p><strong>Very potent syrup, medically dose with caution!</strong></p>
<ul>
<li>Mix with your favorite drink or drink straight up.</li>
<li>Up to 10 doses per bottle.</li>
<li>Cannabis infused syrup. This high THC syrup packs a big punch.</li>
<li>Each 4fl oz bottle contains 1200mg of RSO style and potent hashish.</li>
</ul>
<p> <br></p>
<meta charset=""utf-8"">
<p><em>""I had some pain from a recent car accident on my right lower side of my body and was in some desperate need of pain relief. I could honestly say this stuff really did the job. And it also makes you sleep like a baby!"" </em> - Jerome H.</p>
<p> <br></p>
<p>This particular product is made with Pure THC Oil, a type of concentrated cannabis oil known to have many health benefits such as:</p>
<ul>
<li>Pain Relief</li>
<li>Relaxes Muscles</li>
<li>Relieves Spasms</li>
<li>Reduces Seizures</li>
<li>Relieves Headaches and Migraines</li>
<li>Relieves Stress</li>
<li>Relaxing and calming</li>
<li>Feelings of well-being and at-ease</li>
<li>Depression</li>
<li>Cachexia</li>
<li>Hepatitis C</li>
<li>Post-Traumatic</li>
<li>Stress</li>
<li>Disorder</li>
<li>Nausea</li>
<li>Insomnia</li>
<li>Depression</li>
<li>Back Pain</li>
<li>Joint Pain</li>
<li>Crohn's</li>
<li>Nausea Cough</li>
<li>Body Pain</li>
<li>Toothache </li>
<li>Radiculopathy</li>
<li>Internal Aching Pain</li>
<li>Anxiety</li>
<li>Headache Muscle Spasms PMS</li>
<li>Lower Body Pain</li>
<li>Asthma</li>
<li>Leg Pain</li>
<li>Knee Pain</li>
<li>Butt Pain</li>
<li>Up-lifting and cerebral thoughts</li>
<li>Stimulates and energizes</li>
<li>Cancer</li>
<li>Epilepsy Seizures</li>
<li>Increases Focus</li>
<li>Creativity</li>
</ul>
</div>",Higher Ground Delivery,THC Edible,Edible,true,Title,Default Title,,,,,BRD|THC E|143,0.0,shopify,53,deny,manual,59.00,75.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/bluerazGP.png?v=1593564053,1,,false,,,,,,,,,,,,,,,,,lb,,10.00,active
blue-raspberry-syrup-lean-drink-green-privilege-1200mg-of-thc-total-100mg-serving,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPsyrup-back_3f87bb80-b7e8-4f69-aa69-76f5be0b35bb.png?v=1593564629,2,,,,,,,,,,,,,,,,,,,,,,
2-gram-vape-cart-deal-1g-zkittlez-1g-sd,2 GRAM VAPE CART DEAL - 1g Zkittlez & 1g SD,"<p><strong>Zkittlez</strong> is an indica-dominant mix of Grape Ape and Grapefruit that is crossed with another undisclosed strain to produce this candy-flavored strain bred by 3rd Gen Family and Terp Hogz.</p>
<p>This award-winning combination took 1st Place at the 2016 Emerald Cup and 1st Place Indica at the 2015 Cannabis Cups in San Francisco and in Michigan. The chunky colas explode in a spectrum of light green hues and emit a sweet, tropical blend of fruit flavors. The effects of Zkittlez are calming, leaving consumers focused, alert, and happy while relaxing the body to help unwind any time of day.</p>
<meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">
<p><strong></strong><span>Green Privilege is pleased to introduce our <strong>FULL GRAM CARTRIDGE of Zkittlez</strong></span></p>
<p><span>90%+ THC</span></p>
<p><span>NO Vitamin E / PG / PEG / VG / MCT in ANY of our cartridges!</span></p>
<p> </p>
<p><strong>Sour Diesel - 2 Sublime Gold Cartridges (1 GRAM TOTAL)</strong></p>
<p>Sublime Gold Cartridges are the optimal vaping experience. Smooth and sweet, Sublime's carts contain cannabinoids and proprietary terpene blends for ""dab-like"" pulls. Glass tips make for refined vaping. Each cart is compatible with most standard vape 510 thread universal batteries.</p>
<p>CO2 extracted, fully metal/glass body (no wick), glass tip, childproof packaging, truly clean medicine all solventless </p>
<p><em>Effects: </em><em>Vibrant, balanced, passionate, jovial</em></p>
<p><em>Rio:</em> Named after a city that knows how to celebrate, this bright sativa hybrid will make you the life of the party. It’s uplifting, radiant and full of energy – best for entertaining or getting those creative juices flowing.</p>",Higher Ground Delivery,Vape Cart,"Cartridge, vape",true,Title,Default Title,,,,,2GV|VAPE GRN PRVLG ZKTTLES |173,0.0,shopify,0,deny,manual,79.00,110.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/zkittlez2g.png?v=1594939767,1,,false,,,,,,,,,,,,,,,,,lb,,27.00,active
2-gram-vape-cart-deal-1g-zkittlez-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcart_b6fa136f-e631-4cbc-aff4-805545067dfa.jpg?v=1594939767,2,,,,,,,,,,,,,,,,,,,,,,
2-gram-vape-cart-deal-1g-zkittlez-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/ScreenShot2020-04-03at9.21.27PM_80d88234-bc15-4cf9-a006-05f9c49c0d47.png?v=1594939767,3,,,,,,,,,,,,,,,,,,,,,,
2-gram-vape-cart-deal-1g-do-si-dos-1g-sd,2 GRAM VAPE CART DEAL - 1g Do-Si-Dos & 1g SD,"<p> </p>
<p><strong>Do-Si-Dos</strong> is an indica-dominant hybrid with qualities similar to its parent, OGKB, a GSC-phenotype. With glittering trichomes, bright pistils, and lime green and lavender leaves, this strain is a feast for eyes. Its aroma is pungent, sweet, and earthy with slight floral funkiness.</p>
<p>These classic OG aromas blend nicely with medical-grade body effects that lean toward the sedative side with the addition of Face Off OG genetics. Enjoy a stoney, in-your-face buzz off the start that melts down over the body, prettifying the consumer with relaxation that emanates outward.</p>
<meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">
<p><strong></strong><span>Green Privilege is pleased to introduce our <strong>FULL GRAM CARTRIDGE of Do-Si-Dos</strong></span></p>
<p><span>90%+ THC</span></p>
<p><span>NO Vitamin E / PG / PEG / VG / MCT in ANY of our cartridges!</span></p>
<p> </p>
<p><strong>Sour Diesel - 2 Sublime Gold Cartridges (1 GRAM TOTAL)</strong></p>
<p>Sublime Gold Cartridges are the optimal vaping experience. Smooth and sweet, Sublime's carts contain cannabinoids and proprietary terpene blends for ""dab-like"" pulls. Glass tips make for refined vaping. Each cart is compatible with most standard vape 510 thread universal batteries.</p>
<p>CO2 extracted, fully metal/glass body (no wick), glass tip, childproof packaging, truly clean medicine all solventless </p>
<p><em>Effects: </em><em>Vibrant, balanced, passionate, jovial</em></p>
<p><em>Rio:</em> Named after a city that knows how to celebrate, this bright sativa hybrid will make you the life of the party. It’s uplifting, radiant and full of energy – best for entertaining or getting those creative juices flowing.</p>",Higher Ground Delivery,Vape Cart,"Cartridge, vape",true,Title,Default Title,,,,,2GV|VAPE GRN PRVLG DSD|166,0.0,shopify,0,deny,manual,79.00,110.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/bluedream2g_1080x_5ecc959f-4fee-4336-978e-0e40c0abf08a.png?v=1605030889,1,,false,,,,,,,,,,,,,,,,,lb,,27.00,active
2-gram-vape-cart-deal-1g-do-si-dos-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcart_9aede272-fff4-49ee-b6a1-10953f5e1600.jpg?v=1605030889,2,,,,,,,,,,,,,,,,,,,,,,
2-gram-vape-cart-deal-1g-do-si-dos-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcart2_d458321c-accf-4403-96e0-0049b3b6547a.jpg?v=1605030889,3,,,,,,,,,,,,,,,,,,,,,,
2-gram-vape-cart-deal-1g-do-si-dos-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/ScreenShot2020-04-03at9.21.27PM_16169502-43f8-4183-8616-7c0d4b340bf2.png?v=1605030889,4,,,,,,,,,,,,,,,,,,,,,,
copy-of-2-gram-vape-cart-deal-1g-purple-punch-1g-sd,2 GRAM VAPE CART DEAL - 1g Purple Punch & 1g SD,"<p><strong>Purple Punch</strong> is the sweet and sedating union of two indica-dominant classics. By breeding Larry OG with Granddaddy Purple, the astonishing trichome laden Purple Punch was born, smelling of grape candy, blueberry muffins, and tart Kool-Aid.</p>
<p>The potency of this strain gives the consumer a one-two punch to the head and body, initially landing between the eyes and settling down into the limbs. Purple Punch is a delicious dessert strain that is best suited for after dinner. Its effects may help with managing nausea, stress, minor body aches, and sleeplessness.</p>
<meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">
<p><strong></strong><span>Green Privilege is pleased to introduce our <strong>FULL GRAM CARTRIDGE of Purple Punch</strong></span></p>
<p><span>90%+ THC</span></p>
<p><span>NO Vitamin E / PG / PEG / VG / MCT in ANY of our cartridges!</span></p>
<p> </p>
<p><strong>Sour Diesel - 2 Sublime Gold Cartridges (1 GRAM TOTAL)</strong></p>
<p>Sublime Gold Cartridges are the optimal vaping experience. Smooth and sweet, Sublime's carts contain cannabinoids and proprietary terpene blends for ""dab-like"" pulls. Glass tips make for refined vaping. Each cart is compatible with most standard vape 510 thread universal batteries.</p>
<p>CO2 extracted, fully metal/glass body (no wick), glass tip, childproof packaging, truly clean medicine all solventless </p>
<p><em>Effects: </em><em>Vibrant, balanced, passionate, jovial</em></p>
<p><em>Rio:</em> Named after a city that knows how to celebrate, this bright sativa hybrid will make you the life of the party. It’s uplifting, radiant and full of energy – best for entertaining or getting those creative juices flowing.</p>",Higher Ground Delivery,Vape Cart,"Cartridge, vape",false,Title,Default Title,,,,,2GV|VAPE GRN PRVLG PP |170,0.0,shopify,0,deny,manual,79.00,110.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcart_39317896-f17d-4d28-ab97-e8ab128a6bed.jpg?v=1585976219,1,,false,,,,,,,,,,,,,,,,,lb,,27.00,active
copy-of-2-gram-vape-cart-deal-1g-purple-punch-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcart2_db0bea71-f454-4156-b447-c2a9f9663afe.jpg?v=1585976219,2,,,,,,,,,,,,,,,,,,,,,,
copy-of-2-gram-vape-cart-deal-1g-purple-punch-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/ScreenShot2020-04-03at9.21.27PM_84405978-721b-4eba-aeb4-7d1622091ce6.png?v=1585976219,3,,,,,,,,,,,,,,,,,,,,,,
2-gram-vape-cart-deal-1g-forbidden-fruit-1g-sd,2 GRAM VAPE CART DEAL - 1g Forbidden Fruit & 1g SD,"<meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">
<p><strong>Forbidden Fruit</strong> is the mouthwatering cross of Cherry Pie x Tangie. This sumptuous genetic cross expresses a beautiful dense bud structure with deep purple hues, dark green foliage, and wiry orange hairs.</p>
<p>The terpene profile is a perfect mixture of Cherry Pie’s musky, sweet cherry undertones and Tangie’s loud tropical flavors. There are also notes of pine, mango, and passionfruit candy. The effects hit hard between the eyes and lay into the body with each hit. Forbidden Fruit’s deep physical relaxation and mental stoniness make it perfect for dulling minor physical discomfort and discarding stress.</p>
<p><span>Green Privilege is pleased to introduce our <strong>FULL GRAM CARTRIDGE of Forbidden Fruit</strong></span></p>
<p><span>90%+ THC</span></p>
<p><span>NO Vitamin E / PG / PEG / VG / MCT in ANY of our cartridges!</span></p>
<p> </p>
<p><strong>Sour Diesel - 2 Sublime Gold Cartridges (1 GRAM TOTAL)</strong></p>
<p>Sublime Gold Cartridges are the optimal vaping experience. Smooth and sweet, Sublime's carts contain cannabinoids and proprietary terpene blends for ""dab-like"" pulls. Glass tips make for refined vaping. Each cart is compatible with most standard vape 510 thread universal batteries.</p>
<p>CO2 extracted, fully metal/glass body (no wick), glass tip, childproof packaging, truly clean medicine all solventless </p>
<p><em>Effects: </em><em>Vibrant, balanced, passionate, jovial</em></p>
<p><em>Rio:</em> Named after a city that knows how to celebrate, this bright sativa hybrid will make you the life of the party. It’s uplifting, radiant and full of energy – best for entertaining or getting those creative juices flowing.</p>",Higher Ground Delivery,Vape Cart,"Cartridge, vape",false,Title,Default Title,,,,,2GV|VAPE GRN PRVLG FF|167,0.0,shopify,1,deny,manual,79.00,110.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcart_642d0820-da3c-4727-9c7e-5df0f12f925e.jpg?v=1585976147,1,,false,,,,,,,,,,,,,,,,,lb,,27.00,active
2-gram-vape-cart-deal-1g-forbidden-fruit-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcart2_30c8e51c-4c71-41b5-a197-d57f704deea8.jpg?v=1585976147,2,,,,,,,,,,,,,,,,,,,,,,
2-gram-vape-cart-deal-1g-forbidden-fruit-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/ScreenShot2020-04-03at9.21.27PM_b6bfeb40-1ebe-468b-a1cb-3a99f391fbeb.png?v=1585976147,3,,,,,,,,,,,,,,,,,,,,,,
2-gram-vape-cart-deal-1g-green-crack-1g-sd,2 GRAM VAPE CART DEAL - 1g Green Crack & 1g SD,"<meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">
<p><strong>Green Crack</strong> - Don’t let the name fool you: this is pure cannabis. Few strains compare to Green Crack’s sharp energy and focus as it induces an invigorating mental buzz that keeps you going throughout the day. With a tangy, fruity flavor redolent of mango, Green Crack is a great daytime strain that may help consumers fight fatigue, stress, and depression. Because its name perpetuates a negative image of cannabis, some people have taken to calling this strain Cush (with a ‘C’) or Green Cush instead.</p>
<p><span>Green Privilege is pleased to introduce our <strong>FULL GRAM CARTRIDGE of Green Crack</strong></span></p>
<p><span>90%+ THC</span></p>
<p><span>NO Vitamin E / PG / PEG / VG / MCT in ANY of our cartridges!</span></p>
<p> </p>
<p><strong>Sour Diesel - 2 Sublime Gold Cartridges (1 GRAM TOTAL)</strong></p>
<p>Sublime Gold Cartridges are the optimal vaping experience. Smooth and sweet, Sublime's carts contain cannabinoids and proprietary terpene blends for ""dab-like"" pulls. Glass tips make for refined vaping. Each cart is compatible with most standard vape 510 thread universal batteries.</p>
<p>CO2 extracted, fully metal/glass body (no wick), glass tip, childproof packaging, truly clean medicine all solventless </p>
<p><em>Effects: </em><em>Vibrant, balanced, passionate, jovial</em></p>
<p><em>Rio:</em> Named after a city that knows how to celebrate, this bright sativa hybrid will make you the life of the party. It’s uplifting, radiant and full of energy – best for entertaining or getting those creative juices flowing.</p>",Higher Ground Delivery,Vape Cart,"Cartridge, vape",false,Title,Default Title,,,,,2GV|VAPE GRN PRVLG GRN CRCK |169,0.0,shopify,0,deny,manual,79.00,110.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcart_96d54b1d-57b8-41af-8785-c8269113038c.jpg?v=1585976025,1,,false,,,,,,,,,,,,,,,,,lb,,27.00,active
2-gram-vape-cart-deal-1g-green-crack-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcart2_bfe9f266-e792-4f28-a8e1-b9351ed01b68.jpg?v=1585976025,2,,,,,,,,,,,,,,,,,,,,,,
2-gram-vape-cart-deal-1g-green-crack-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/ScreenShot2020-04-03at9.21.27PM_f8f92dbe-9b44-474e-b0d7-8245d9115ad8.png?v=1585976025,3,,,,,,,,,,,,,,,,,,,,,,
2-gram-vape-cart-deal-1g-tangie-1g-sd,2 GRAM VAPE CART DEAL - 1g Tangie & 1g SD,"<meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">
<p><strong>Tangie</strong> is another fantastic offering from DNA Genetics in Amsterdam that has quickly gained popularity in its home and is spreading elsewhere. This strain is a remake of sorts of the popular version of Tangerine Dream that was sought-after in the 1990s. The genetics on this strain are a cross of California Orange and a Skunk hybrid, and its citrus heritage is the most evident in its refreshing tangerine aroma. As a plant, Tangie grows best outside, producing sticky buds that provide euphoric yet relaxed effects.</p>
<p><span>Green Privilege is pleased to introduce our <strong>FULL GRAM CARTRIDGE of Tangie</strong></span></p>
<p><span>90%+ THC</span></p>
<p><span>NO Vitamin E / PG / PEG / VG / MCT in ANY of our cartridges!</span></p>
<p> </p>
<p><strong>Sour Diesel - 2 Sublime Gold Cartridges (1 GRAM TOTAL)</strong></p>
<p>Sublime Gold Cartridges are the optimal vaping experience. Smooth and sweet, Sublime's carts contain cannabinoids and proprietary terpene blends for ""dab-like"" pulls. Glass tips make for refined vaping. Each cart is compatible with most standard vape 510 thread universal batteries.</p>
<p>CO2 extracted, fully metal/glass body (no wick), glass tip, childproof packaging, truly clean medicine all solventless </p>
<p><em>Effects: </em><em>Vibrant, balanced, passionate, jovial</em></p>
<p><em>Rio:</em> Named after a city that knows how to celebrate, this bright sativa hybrid will make you the life of the party. It’s uplifting, radiant and full of energy – best for entertaining or getting those creative juices flowing.</p>",Higher Ground Delivery,Vape Cart,"Cartridge, vape",false,Title,Default Title,,,,,2GV|VAPE GRN PRVLG TAN |172,0.0,shopify,1,deny,manual,79.00,110.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcart_f65c66c1-808a-4f30-9a49-af0adfbedc5b.jpg?v=1585975937,1,,false,,,,,,,,,,,,,,,,,lb,,27.00,active
2-gram-vape-cart-deal-1g-tangie-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcart2_45cead6f-84d9-472b-a4e2-148d43501e80.jpg?v=1585975937,2,,,,,,,,,,,,,,,,,,,,,,
2-gram-vape-cart-deal-1g-tangie-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/ScreenShot2020-04-03at9.21.27PM_12cab955-463f-4cd9-b860-bd836292e1fa.png?v=1585975937,3,,,,,,,,,,,,,,,,,,,,,,
2-gram-vape-cart-deal-1g-blue-dream-1g-sd,2 GRAM VAPE CART DEAL - 1g Blue Dream & 1g SD,"<meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">
<p><strong>Blue Dream</strong>, a sativa-dominant hybrid originating in California, has achieved legendary status among West Coast strains. Crossing Blueberry with Haze, Blue Dream balances full-body relaxation with gentle cerebral invigoration. Novice and veteran consumers alike enjoy the level effects of Blue Dream, which ease you gently into a calm euphoria. <br><br>With a sweet berry aroma redolent of its Blueberry parent, Blue Dream delivers swift symptom relief without heavy sedative effects. This makes Blue Dream a popular daytime medicine for patients treating pain, depression, nausea, and other ailments requiring a high THC strain.</p>
<p><span>Green Privilege is pleased to introduce our <strong>FULL GRAM CARTRIDGE of </strong></span><strong>Blue Dream</strong></p>
<p><span>90%+ THC</span></p>
<p><span>NO Vitamin E / PG / PEG / VG / MCT in ANY of our cartridges!</span></p>
<p> </p>
<p><strong>Sour Diesel - 2 Sublime Gold Cartridges (1 GRAM TOTAL)</strong></p>
<p>Sublime Gold Cartridges are the optimal vaping experience. Smooth and sweet, Sublime's carts contain cannabinoids and proprietary terpene blends for ""dab-like"" pulls. Glass tips make for refined vaping. Each cart is compatible with most standard vape 510 thread universal batteries.</p>
<p>CO2 extracted, fully metal/glass body (no wick), glass tip, childproof packaging, truly clean medicine all solventless </p>
<p><em>Effects: </em><em>Vibrant, balanced, passionate, jovial</em></p>
<p><em>Rio:</em> Named after a city that knows how to celebrate, this bright sativa hybrid will make you the life of the party. It’s uplifting, radiant and full of energy – best for entertaining or getting those creative juices flowing.</p>",Higher Ground Delivery,Vape Cart,"Cartridge, vape",false,Title,Default Title,,,,,2GV|VAPE GRN PRVLG BD|164,0.0,shopify,0,deny,manual,79.00,110.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/bluedream2g.png?v=1594948899,1,,false,,,,,,,,,,,,,,,,,lb,,27.00,active
2-gram-vape-cart-deal-1g-blue-dream-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcart_5ca9513a-7fd6-467e-ba59-86b70e0abc9b.jpg?v=1594948899,2,,,,,,,,,,,,,,,,,,,,,,
2-gram-vape-cart-deal-1g-blue-dream-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/ScreenShot2020-04-03at9.21.27PM_56720c7f-e3d1-4c6f-b183-0c6469ffe4e6.png?v=1594948899,3,,,,,,,,,,,,,,,,,,,,,,
2-gram-vape-cart-deal-1g-citrus-cookies-1g-sd,2 GRAM VAPE CART DEAL - 1g Citrus Cookies & 1g SD,"<meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">
<p><strong>Citrus Cookies</strong> is a cannabis strain that’s sought out by cannabis connoisseurs because it was bred almost exclusively for its fragrance and flavor. It emits an aroma reminiscent of citrus from the tropics and its taste is like savoring a sweet orange cookie.</p>
<p>Its pistils are a bright orange, which can give it a seemingly orangey glow that adds to its name’s impression.</p>
<p>This strain is an indica-leaning hybrid. Effects have been described by reviewers as being both cerebral and physical. Reviewers say it might reduce stressful thinking patterns and put you in a happy or tranquil state of mind, but it could simultaneously create lack of focus as well. Tension in the body unfolds as pain temporarily subsides according to many that have tried it. Consumers say they have used indica strains for easing chronic pain, anxiety, stress, insomnia, and inflammation.</p>
<p>Dominant terpenes are myrcene, limonene, and pinene.</p>
<p><span>Green Privilege is pleased to introduce our <strong>FULL GRAM CARTRIDGE of Citrus Cookies</strong></span></p>
<p><span>90%+ THC</span></p>
<p><span>NO Vitamin E / PG / PEG / VG / MCT in ANY of our cartridges!</span></p>
<p> </p>
<p><strong>Sour Diesel - 2 Sublime Gold Cartridges (1 GRAM TOTAL)</strong></p>
<p>Sublime Gold Cartridges are the optimal vaping experience. Smooth and sweet, Sublime's carts contain cannabinoids and proprietary terpene blends for ""dab-like"" pulls. Glass tips make for refined vaping. Each cart is compatible with most standard vape 510 thread universal batteries.</p>
<p>CO2 extracted, fully metal/glass body (no wick), glass tip, childproof packaging, truly clean medicine all solventless </p>
<p><em>Effects: </em><em>Vibrant, balanced, passionate, jovial</em></p>
<p><em>Rio:</em> Named after a city that knows how to celebrate, this bright sativa hybrid will make you the life of the party. It’s uplifting, radiant and full of energy – best for entertaining or getting those creative juices flowing.</p>",Higher Ground Delivery,Vape Cart,"Cartridge, vape",false,Title,Default Title,,,,,2GV|VAPE GRN PRVLG CC|165,0.0,shopify,5,deny,manual,79.00,110.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/bluedream2g_1080x_c8cff53b-8751-40fb-9101-138297dcc10d.png?v=1605030861,1,,false,,,,,,,,,,,,,,,,,lb,,27.00,active
2-gram-vape-cart-deal-1g-citrus-cookies-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcart_72044ae3-c381-42e0-8402-b41868abb791.jpg?v=1605030861,2,,,,,,,,,,,,,,,,,,,,,,
2-gram-vape-cart-deal-1g-citrus-cookies-1g-sd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcart2_84878617-35ef-49ef-9019-4f98a20e1dd0.jpg?v=1605030858,3,,,,,,,,,,,,,,,,,,,,,,
